instruction,input,output
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 5821 Paul Mall Suite 395, Woodshaven, LA 98593.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 907 Miller Tunnel Apt. 981, Webbstad, FL 75551.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a pothole near 1492 Harris Courts Suite 498, New Katherine, IA 68311.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 974 Wallace Keys Suite 590, Smithmouth, VA 80816.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 436 Sandoval Cove, Michelleshire, FL 95649.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 076 Kenneth Creek Suite 359, Owenston, AR 14891.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 477 Katie Ridges Suite 314, Andersonstad, NH 66100.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 35474 Phillip Isle Suite 739, Edwardberg, MN 49375.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 957 Wall Lake, Lake Rileyton, WY 70087.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 136 John Streets Suite 704, South Cristianfurt, OR 58774.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 7973 Martinez Keys, Ashleyton, VT 28911.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 6017 James Views Suite 101, Baileytown, AZ 99850.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 7949 Tracy Meadows, New Larry, CT 52650.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near PSC 2159, Box 3896, APO AA 53166.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 67355 Williams Centers Suite 228, West Kimberly, IN 45774.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 014 Brandon Mountain, Frederickport, IN 57152.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 7967 Stephanie Grove, East Janetown, AR 60306.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 6582 Holloway Passage, Port Matthew, MT 31602.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near PSC 7941, Box 2886, APO AA 76951.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 232 Joseph Shoals, West Michelle, MS 11328.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near PSC 9789, Box 2594, APO AA 99882.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 4653 Nicholas Viaduct Suite 441, New Connorside, WV 91764.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 7380 Thomas Ford, Lake Brittanymouth, VA 56709.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 471 Reyes Dale, North Sophia, TN 68950.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 4011 Scott Plains, South Alexander, NY 63636.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 7709 Victoria Shore Suite 618, Port Steven, WA 79629.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 7162 Victor Canyon Suite 888, Hoffmanport, NY 51610.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 32645 Scott Meadow, Evansshire, CO 53097.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 064 Tammy Stravenue, Brewerbury, DC 44579.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 970 Andrea Street, Angelicaville, MO 71912.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 0742 Susan Gateway Apt. 936, Port Nancy, MO 00952.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 9088 Richardson Harbor, East Michellebury, WI 48742.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 91065 Allen Unions Suite 174, Samanthafurt, IL 90975.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 21401 Rhonda Gardens, North Ashley, NY 83703.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 903 Morton Wall Suite 177, Port Toddtown, AZ 45773.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 94124 Smith Course Suite 483, Jasonmouth, OH 34431.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 7760 Paul Fork Suite 597, Port Christopher, NJ 31477.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 49675 Kemp Greens, Darrentown, ND 37319.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near PSC 0947, Box 3181, APO AA 51228.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a pothole near 2707 Roth Stravenue Suite 761, North Brettshire, MO 40697.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 5657 William Turnpike Suite 226, West William, TX 03742.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 846 Harmon Branch, Grayshire, PA 24355.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near PSC 6138, Box 2687, APO AE 82394.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 7795 Williams Shoal Apt. 996, South Jeffrey, OR 24583.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a pothole near 10735 David Ranch Suite 220, Fernandezburgh, ID 21992.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 23993 Ramirez Brooks, Olsentown, MS 74687.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near Unit 4306 Box 9523, DPO AA 57864.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 2941 William Gardens Suite 006, Jonside, LA 70193.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 11980 Jackson Keys Suite 280, Johnmouth, WV 40174.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a gunshot near Unit 5507 Box 8688, DPO AP 59041.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a pothole near 203 Gary Gateway, South Austinland, VT 43234.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 99287 Moore Path Suite 314, Port Kyle, MT 23265.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 9644 Ronald Freeway, Port Ian, NY 01369.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 1028 Collins Spur, East Sheilaberg, GA 96265.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a pothole near 75454 Raymond Pines, Harveyland, KY 53688.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 0152 Becker Ports Suite 442, East Mindyfurt, NJ 70566.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near PSC 5483, Box 3095, APO AP 65173.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 836 Ronald Underpass, Port Jordanmouth, FL 30532.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 48581 Smith Lakes Apt. 196, Lynchfort, DC 04132.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 92018 Andrea Stravenue Suite 233, New Shannon, KY 75913.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 9582 Matthew Roads, Robinville, NE 28158.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 49207 Rivas Mount Suite 142, Annamouth, IA 76892.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a pothole near 59188 Heather Fall Suite 977, Port Sandra, VT 60936.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 3435 Dean Mountain Suite 296, Thomasmouth, MO 99156.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 80299 Kathryn Fork Suite 804, West Thomas, MT 07128.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 409 Robert Knoll, Perezchester, LA 22493.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 54920 Robert Rapid, North Caitlin, VT 35684.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a road hazard near PSC 0152, Box 7311, APO AA 24663.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 1475 Duncan Turnpike Apt. 018, Davidbury, MA 80562.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 4229 Mary Trace Suite 966, Cobbland, IA 78505.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 62473 Nguyen Canyon, East Cassie, OK 05473.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 4761 Turner Mission, Wrightmouth, KS 86832.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a loud noise near USNV Thompson, FPO AE 16877.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 206 Clements Valleys Suite 939, West Stephanie, OK 52961.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 3925 William Point Apt. 573, Port Lauren, CT 29509.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 45330 Valerie Manors Suite 122, Katherineview, SC 75219.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 720 Jerry Cape, Ruthfurt, DC 33077.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 07155 Ferguson Parks Apt. 940, Edwinport, MO 40549.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 5125 William Via, South Kelliland, CO 33199.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a pothole near 53494 Christina Well Suite 157, Michaelville, MO 57155.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 246 Andre Tunnel, Martinezchester, CA 88496.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 635 Albert Tunnel Apt. 761, Bobberg, MD 80076.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 569 Murray Club Suite 336, New Bobbyshire, CT 06285.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 1039 Todd Passage Apt. 893, West Laurenfurt, DE 51078.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a loud noise near USS Russell, FPO AP 62515.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 85690 Burton Shore Suite 568, South Timothy, AZ 02077.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 720 Emily Way, Sethborough, IL 46599.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 8308 Brandon Locks, Farleyhaven, PA 77045.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 45498 Robert Common Suite 674, South Nicholashaven, MT 59410.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 1164 Jordan Keys Suite 634, Port Christopher, SC 86460.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 02585 Rivera Turnpike, East Kaylee, NJ 63692.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 316 Watts Orchard, New Kirstenchester, MN 37616.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 12402 Moses Highway, Manuelton, LA 77814.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a vandalism near Unit 8099 Box 8397, DPO AA 83220.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 46163 James Underpass Suite 383, North Anthonyland, IN 41509.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 307 Rodriguez Port Suite 546, Hernandezfort, ID 47585.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 25275 Brown Expressway Apt. 302, West Benjamin, WA 61855.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 51589 Margaret Cove, Port Michelle, AL 44647.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 0812 Beth Oval Suite 479, New Angelaborough, CO 43280.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 584 Turner Bridge Apt. 248, West Amanda, MO 25587.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 3714 Williams Cliffs, New Anthonyberg, TX 50393.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 1939 Smith Corner, West Shawnland, NY 74931.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 99256 Pamela Stream, Ortizside, WI 28212.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 41413 Zachary Creek, West Alecmouth, CO 91911.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 1790 Collins Camp, Robertshire, KY 06761.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 1487 Chad Flat Apt. 456, Leroyberg, FL 60495.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 407 Johnson Forest Suite 449, Smithbury, PA 14465.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 941 Lisa Lodge Suite 106, East Garymouth, IN 09068.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 7631 Christopher Place, Schneiderport, WY 12903.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 0640 Juan Highway, Marshallport, OH 50121.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 481 Smith Run Apt. 610, South Laurentown, CA 58764.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 759 Larson Valleys, Port Veronica, NV 69681.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 1960 Joshua Burg, North Joseph, CO 47250.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 4333 Alvarado Stream Suite 552, New Valerie, WI 89591.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 353 Nancy Throughway, West Christinashire, HI 50927.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 61977 Dale Motorway Apt. 946, West William, VA 20454.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a vandalism near USNS Mcguire, FPO AP 46244.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 3927 Tran Shore Apt. 413, Barbaraville, WV 63625.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a pothole near PSC 6706, Box 0558, APO AP 13774.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 7921 Paul Junction, South Heidishire, RI 25139.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a loud noise near USNV Christensen, FPO AA 40118.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 14557 Melanie Fort Apt. 427, Lake Amberfurt, WA 76941.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a road hazard near Unit 5529 Box 0509, DPO AE 51544.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near Unit 0011 Box 0156, DPO AE 54932.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 84498 Donald Corners Apt. 008, Lake Kathryn, ME 87796.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a gunshot near Unit 9908 Box 6723, DPO AP 29081.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 481 Rhodes Mountain Apt. 655, Jonesberg, CA 70009.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 63186 Martinez Lights, Lake Crystalbury, AK 20888.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 69368 Logan Road Apt. 676, Alexisbury, IN 76182.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 252 Nicole Roads, Trujilloville, MS 79472.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 995 Sharon Island Apt. 964, Kevinhaven, WV 33047.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 868 Monica Crescent Apt. 433, South Jonathanhaven, MD 74154.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 5590 Hale Expressway, Schmidtton, MI 76146.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 46372 Robert Stream, Fostertown, FL 25438.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 80295 Barrett Radial Suite 737, New Maria, OR 41899.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 247 Fleming Cliffs, South Emmafurt, AL 29129.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 56761 Ethan Point Suite 233, Port Alexiston, MO 33170.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 248 William Fork, Port Daniel, NJ 90016.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 27365 Gardner Drive, North Thomas, CA 81396.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 428 King Spring, South Evelynburgh, RI 92013.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 651 Colleen Street, Michaelland, VT 03054.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
